sentence_id,category,reference,perturbation,severity,candidate,note
189,cs.CL,"We also address critical challenges, including alignment, sycophancy, training bias, and over-reliance on AI systems.",identical,0,"We also address critical challenges, including alignment, sycophancy, training bias, and over-reliance on AI systems.",unchanged
189,cs.CL,"We also address critical challenges, including alignment, sycophancy, training bias, and over-reliance on AI systems.",synonym,1,"We also address critical challenges, include alignment, sycophancy, training bias, and over-reliance on AI systems.",including -> include
189,cs.CL,"We also address critical challenges, including alignment, sycophancy, training bias, and over-reliance on AI systems.",scramble,2,"including over-reliance alignment, We critical AI and address bias, sycophancy, also challenges, on training",word order shuffled
189,cs.CL,"We also address critical challenges, including alignment, sycophancy, training bias, and over-reliance on AI systems.",antonym,4,"We also address critical challenges, exclude alignment, sycophancy, training bias, and over-reliance on AI systems.",including -> exclude
189,cs.CL,"We also address critical challenges, including alignment, sycophancy, training bias, and over-reliance on AI systems.",negation,5,"It is not the case that we also address critical challenges, including alignment, sycophancy, training bias, and over-reliance on AI systems.",prepended denial
190,cs.CL,"We call on the machine learning community to develop deliberation-focused AI systems evaluated not on engagement metrics but on their capacity to facilitate informed, representative, and friction-robust discourse.",identical,0,"We call on the machine learning community to develop deliberation-focused AI systems evaluated not on engagement metrics but on their capacity to facilitate informed, representative, and friction-robust discourse.",unchanged
190,cs.CL,"We call on the machine learning community to develop deliberation-focused AI systems evaluated not on engagement metrics but on their capacity to facilitate informed, representative, and friction-robust discourse.",synonym,1,"We call on the machine learning community to develop deliberation-focused AI systems evaluated not on engagement metrics but on their capability to facilitate informed, representative, and friction-robust discourse.",capacity -> capability
190,cs.CL,"We call on the machine learning community to develop deliberation-focused AI systems evaluated not on engagement metrics but on their capacity to facilitate informed, representative, and friction-robust discourse.",scramble,2,"learning evaluated representative, on on AI community call machine the metrics develop systems but and to facilitate on to capacity deliberation-focused engagement friction-robust We informed, their not",word order shuffled
190,cs.CL,"We call on the machine learning community to develop deliberation-focused AI systems evaluated not on engagement metrics but on their capacity to facilitate informed, representative, and friction-robust discourse.",negation,5,"It is not the case that we call on the machine learning community to develop deliberation-focused AI systems evaluated not on engagement metrics but on their capacity to facilitate informed, representative, and friction-robust discourse.",prepended denial
191,cs.CL,A coding agent halfway through an issue has already read much of what a retriever ranks highest.,identical,0,A coding agent halfway through an issue has already read much of what a retriever ranks highest.,unchanged
191,cs.CL,A coding agent halfway through an issue has already read much of what a retriever ranks highest.,synonym,1,A cryptography agent halfway through an issue has already read much of what a retriever ranks highest.,coding -> cryptography
191,cs.CL,A coding agent halfway through an issue has already read much of what a retriever ranks highest.,scramble,2,much coding retriever has read what already agent A a halfway issue ranks an through of,word order shuffled
191,cs.CL,A coding agent halfway through an issue has already read much of what a retriever ranks highest.,antonym,4,A coding agent halfway through an issue lack already read much of what a retriever ranks highest.,has -> lack
191,cs.CL,A coding agent halfway through an issue has already read much of what a retriever ranks highest.,negation,5,A coding agent halfway through an issue has not already read much of what a retriever ranks highest.,inserted 'not' after 'has'
192,cs.CL,"Relevance is scored per passage, but sufficiency belongs to the set: a ranker can fill its budget with variants of one required fact and leave the decision unsupported.",identical,0,"Relevance is scored per passage, but sufficiency belongs to the set: a ranker can fill its budget with variants of one required fact and leave the decision unsupported.",unchanged
192,cs.CL,"Relevance is scored per passage, but sufficiency belongs to the set: a ranker can fill its budget with variants of one required fact and leave the decision unsupported.",synonym,1,"Relevance is scored per passage, but sufficiency belongs to the set: a ranker can fill its budget with variants of one required fact and leave the determination unsupported.",decision -> determination
192,cs.CL,"Relevance is scored per passage, but sufficiency belongs to the set: a ranker can fill its budget with variants of one required fact and leave the decision unsupported.",scramble,2,"the budget fact can Relevance belongs fill required but ranker one a to and decision variants is passage, leave sufficiency its the set: of with scored per",word order shuffled
