lp,src,mt,ref,raw,score
fi-en,"”Kun Valkoisen talon uusi henkilöstöpäällikkö John F. Kelly kokousti johtohenkilöstön kanssa ensimmäisenä työpäivänään, hän otti puheeksi keskeisen ongelman, jonka hän aikoo ratkaista: hän aikoo rajoittaa presidentti Donald Trumpin tiedonsaantia.","""When the new White House Chief of Staff, John F. Kelly, met with management staff on his first day in office, he raised a key problem that he is going to solve: he is going to limit President Donald Trump's access to information.","""When new White House Chief of Staff John F. Kelly huddled with senior staff on his first day at work, he outlined a key problem in President Donald Trump's White House that he planned to fix: bad information getting into the president's hands.",82.0,1.05992999840918
fi-en,"Kuvaan on lisätty useita hästägejä, joiden perusteella voi päätellä muusikon olevan kuvassa 16-vuotias Sibelius-Akatemian opiskelija.","Several hashish has been added to the photo, on the basis of which it can be deduced that the musician is a 16-year-old student of the Sibelius Academy.","It was posted with various hashtags, indicating that it shows a 16-year-old student at the Sibelius Academy.",74.0,0.477317792372528
fi-en,"Lisäksi viestissä mainittiin, että jos helikopterin lähtö Valkoiselta talolta viivästyisi, paikalle tarvittaisiin toinen miehistö palveluaikojen rajoitusten vuoksi.","In addition, the message indicated that if there were a delay in the departure of the helicopter from the White House, a second crew would be needed due to the restrictions on service times.","The note adds that should the departure from the White House be delayed, a second aircrew would be needed for the return flight due to duty-hour restrictions.",81.0,0.746467506131807
fi-en,Sitä on täysin asiallista tuoda esille.”,"It is entirely appropriate to point this out.""","So, of course, it's appropriate to highlight that.""",52.0,-0.368581308013779
fi-en,Tarkastuksia jatketaan kauden loppuun saakka.,Inspections will continue until the end of the period.,Checks will continue throughout the season.,74.0,0.477317792372528
fi-en,"39-vuotias mies sai tuomion uhkauksistaan räjäyttää islamilainen kirjakauppa Lontoossa ja ""tappaa kaikki muslimit"".",A 39-year-old man was sentenced for his threats to blow up the Islamic bookstore in London and 'kill all Muslims'.,"A 39-year-old man was sentenced for his threats to blow up an Islamic bookshop and ""kill all the Muslims"" in London.",99.0,1.43856677008424
fi-en,"Folayan on samaa mieltä: ”Liikettä todellakin ylläpitävät mustat naiset, joiden joukossa on paljon queer-naisia.”","Folayan agrees: 'It is true that black women, among whom are many queer women, maintain mobility.'","Folayan agreed noting that ""the movement is really upheld by black women and a lot of queer black women.""",69.0,0.285067996830185
fi-en,Tämän ei pitäisi olla vaikeaa.,This should not be difficult.,This shouldn't be so hard.,59.0,-0.0994315942544995
fi-en,"Osa OPM:n johtajista on Paniaista, kuten Tadius Yogi ja Daniel Yudas Kogoya.","Part of OPM's leaders are from Panias, such as Tadius Yogi and Daniel Yudas Kogoya.","Some of the top OPM leaders hail from Paniai, including Tadius Yogi and Daniel Yudas Kogoya.",97.0,1.3616668518673
fi-en,"Tytön isä ja muut ihmiset menivät koneen luokse ja alkoivat hakata sen perää, kertoi tapausta todistanut Celia Rocha Correio da Manha -lehdessä.","The girl's father and other people went to the machine and started beating it, told Celia Rocha Correio da Manha, who had witnessed the incident.",Celia Rocha who witnessed the incident told Correio de Manha that the girl's father and other people ran to the plane and started banging on its rear.,46.0,-0.59928106266459
fi-en,"Harjoittelukertojen rajoittaminen yhteen päivässä tarkoittaa, että harjoituspäiviä on aiempaa enemmän. Leiri alkoi tänä vuonna melkein viikkoa aiemmin kuin viime vuonna, ja tämä on ensimmäinen kerta Moran kuusi kautta jatkuneella Westwoodin valmentajakaudella, kun harjoituksia pidetään samaan aikaan kesäkurssien kanssa.","Limiting the number of traineeships to one day means that there are more days of exercise than before. The camp started this year almost a week earlier than last year, and this is the first time in the six Westwood training period that has continued through Moran, while the exercises are taking place at the same time as the summer courses.","The trade-off from no two-a-days is more one-a-days, the Bruins pushing up the start of camp nearly a week from last season and holding practices during summer school for the first time during Mora's six seasons in Westwood.",90.0,0.727099118103063
fi-en,"Psykologi tapasi Camille Auerin kaksi kertaa ja kirjoitti näiden perusteella kertomuksen, joka tulisi määrittelemään Auerin oikeuden hoidon sekä avun saamiseen.","The psychologist met Camille Auer twice and, on the basis of these, wrote a report which would define Auer's right to treatment as well as to receive help.","The psychologist met Camille Auer two times and, on the basis of these meetings, wrote a report that would define Auer's rights to receive treatment and assistance.",100.0,1.03157948581791
fi-en,"Saan toisen mahdollisuuden kilpailla siellä ja tiedän, että ilmapiiristä tulee mielettömän upea.”","I get another chance to compete there and I know the atmosphere will be absurdly wonderful.""","I'm getting a second chance to go out there and compete and it's just going to be such an amazing atmosphere out there.""",95.0,0.879339301960488
fi-en,Yksikään yhtiöistä ei puhunut takaisinkutsusta.,None of the companies talked about calling back.,None of the companies described the moves as recalls.,49.0,-0.521270389527824
fi-en,"Yhtiön B-osake laski 0,4 prosenttia käytyään sitä ennen selvässä nousussa.",Company B's share decreased by 0.4 per cent after visiting a marked increase.,The company's B-share decreased by 0.4 per cent after a significant increase.,88.0,0.666203044560093
fi-en,"Bradshaw halaa Marbaughia, paikallista Ku Klux Klan -johtajaa esittänyttä miestä.","Bradshaw hurts Marbaugh, a man who was nominated by Ku Klux Klan.","Bradshaw hugs Marbaugh, the man in the suit who played the head Klansman.",0.0,-2.01322419133059
fi-en,Sen seurauksena hänen kaularankansa ja molemmat kädet murtuivat.,"As a result, his neck and both hands were broken.",where he suffered a cervical fracture and broke both of his arms.,87.0,0.635755007788608
fi-en,Ensimmäisenä.,First.,"If so, he will be the first.",1.0,-1.98277615455911
fi-en,Kyllä sieltä lähdetään hakemaan mitalia!,"Yes, they will go and fetch the medals!","""My goal is to win a medal!""",23.0,-1.31291934558644
fi-en,Trumpin uusi henkilöstöpäällikkö aikoo rajoittaa presidentin mediankäyttöä.,The new Trump Chief of Staff intends to limit the President's media use.,Trump's new chief of staff plans to restrict the president's media diet.,99.0,1.00113144904643
fi-en,Teos saattaa vielä laajentua todella merkittävästi.,The work may still be expanding considerably.,The installation may expand significantly.,72.0,0.179034456216332
fi-en,"Se oli hienoa aikaa, jonka tulemme aina muistamaan.”","It was a great time that we will always remember.""","It was a really special time and one we will always cherish.""",100.0,0.809490107099366
fi-en,"Jos sama toimii ihmisillä, Lactobacillus reuteri -bakteerien ja runsaasti tryptofaania sisältävän ruokavalion yhdistelmä voi vahvistaa suoliston sietokykyä ja vähentää tulehdusherkkyyttä.","If the same works in humans, the combination of Lactobacillus reuteri and a diet rich in tryptophane can strengthen intestinal tolerance and reduce inflammatory resistance.","He suggested if the same works in humans, a combination of L. reuteri and a tryptophan-rich diet may foster a more tolerant, less inflammatory gut environment.",98.0,0.757449598767681
fi-en,Nelinkertainen olympiavoittaja sai palkintonsa tammikuussa pidetyssä urheilugaalassa.,The four-time Olympic winner received his prize in a sports hall in January.,The four-time Olympic gold medallist received the award at the Sports Gala held in May.,5.0,-1.66243403865569
fi-en,"Muistan, kun itsekin oli siinä vaiheessa, että kaikki oli uutta ja oli niin sairaan innoissaan kaikesta.",I remember when I was at the stage where everything was new and was so sick excited about everything.,I remember when I was that young that everything was new and I was insanely excited about everything.,66.0,-0.0751985345392854
fi-en,Keskimatkojen juoksija Laura Muir on juossut vuoden aikana viisi Ison-Britannian ja kaksi Euroopan ennätystä.,The central runner Laura Muir has held five British and two European records in one year.,"Middle-distance runner Muir is leading the way, having set five British and two European records in the past year.",98.0,0.757449598767681
fi-en,"TSA:n sääntöjä tietoisesti rikkoneista matkustajista 19,7 prosenttia oli Y-sukupolven edustajia ja alle 15 prosenttia kuului X-sukupolveen.",19.7% of those who knowingly breached TSA rules were Y-generation passengers and less than 15% belonged to the X-generation.,"Of the respondents who admitted knowingly trying to fly with something banned by the TSA, 19.7 per cent were millennials, compared with less than 15 per cent who were members of Generation X.",97.0,0.731429344601838
fi-en,Hän on nähnyt miten asiakkaiden elämänvaiheet vaihtelevat ja ruokaseura vaihtuu.,He has seen different stages of life for clients and changes in the gastronomy.,She has seen how her customers pass from one situation on to the next and how their dinner companions change.,6.0,-1.63641378448985
fi-en,"Kiteellä yleinen ihmettelyn aihe on se, mistä uuteen hoitoyksikköön riittää asiakkaat, sillä nyt Siun soten aikana monet yksityiset hoitokodit potevat asiakaspulaa.","The general question at pain is what the new unit will be like for customers, because now during the war, many private nursing homes are suffering from a lack of customers.","People in Kitee are wondering from where the new nursing home intends to get its clients, as the social and healthcare service reform has caused a shortage of clients at many private nursing homes.",19.0,-1.29815048033389
fi-en,"Siksi tämä on ehdottomasti oikea päätös, Bönte totesi.","That is why, as Mrs Bönte said, this is absolutely the right decision.","Therefore this is definitively the right decision"", Bönte said.",100.0,0.809490107099366
fi-en,"Nodosauruksen suomujen orgaanisten yhdisteiden kemiallinen analyysi paljastaa, että sen nahka oli punaruskea.",The chemical analysis of organic compounds from the Nodosaurus reveals that its leather was red leather.,Chemical analysis of organic compounds in its scales also reveal that the dinosaur's skin would have been reddish brown.,77.0,0.211024261284984
fi-en,"Harjoittelusta oli suuri apu, sillä lauantaina kouvolalainen joutuu varautumaan fyysiseen kamppailuun.","The training was a great help, because on Saturday the Kosovar will have to prepare for a physical struggle.",A good physical condition will be needed on Saturday when Tauru must be ready for a tough match.,73.5,0.653724820692882
fi-en,"Tyrannosaurus rexin edeltäjiin kuului esimerkiksi Acrocanthosaurus, noin 11,5 metriä pitkä kuusitonninen hirviö.","For example, Acrocanthosaurus, a sixteen monster about 11.5 metres long, was the predecessor of the Tyrannosaurus rex.","They include Acrocanthosaurus, a 38ft (11.5m) long monster weighing six tonnes.",44.0,-0.427266334600841
